10,0.0007026,0.1001,0.09989999999999999,0.09889999999999999,0.10049999999999999
20,0.0033299000000000002,0.10029999999999999,0.1014,0.10129999999999999,0.1016
30,0.007899300000000001,0.09869999999999998,0.10229999999999999,0.09579999999999998,0.10389999999999999
40,0.014494299999999998,0.09589999999999999,0.09849999999999999,0.09759999999999999,0.0986
50,0.0230827,0.09759999999999999,0.09639999999999999,0.09709999999999999,0.09879999999999999
60,0.03328679999999999,0.09879999999999999,0.09789999999999999,0.09739999999999999,0.09789999999999999
70,0.0457851,0.09989999999999999,0.09499999999999999,0.09589999999999999,0.09779999999999998
80,0.0588413,0.09899999999999999,0.09779999999999998,0.10029999999999999,0.09729999999999998
90,0.07482350000000001,0.09879999999999999,0.09789999999999999,0.09729999999999998,0.1006
100,0.0908938,0.09699999999999999,0.09619999999999998,0.09759999999999999,0.09689999999999999
200,0.35460369999999997,0.1016,0.09809999999999999,0.10129999999999999,0.10149999999999999
300,0.7885188999999999,0.11230000000000002,0.1044,0.1079,0.10869999999999999
400,1.4064671,0.11959999999999997,0.1123,0.11300000000000002,0.12090000000000001
500,2.1877734,0.1365,0.12760000000000002,0.1259,0.12840000000000001
